geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
city,Providence,driving,NA,Rhode Island,United States,2020-08-02,129.04
city,Providence,driving,NA,Rhode Island,United States,2020-08-03,147.53
city,Providence,driving,NA,Rhode Island,United States,2020-08-04,138.91
city,Providence,driving,NA,Rhode Island,United States,2020-08-05,157.88
city,Providence,driving,NA,Rhode Island,United States,2020-08-06,154.94
city,Providence,driving,NA,Rhode Island,United States,2020-08-07,167.91
city,Providence,driving,NA,Rhode Island,United States,2020-08-08,158.77
city,Providence,driving,NA,Rhode Island,United States,2020-08-09,128.64
city,Providence,driving,NA,Rhode Island,United States,2020-08-10,133.54
city,Providence,driving,NA,Rhode Island,United States,2020-08-11,144.68
city,Providence,driving,NA,Rhode Island,United States,2020-08-12,145.64
city,Providence,driving,NA,Rhode Island,United States,2020-08-13,149.38
city,Providence,driving,NA,Rhode Island,United States,2020-08-14,169.91
city,Providence,driving,NA,Rhode Island,United States,2020-08-15,153.93
city,Providence,driving,NA,Rhode Island,United States,2020-08-16,117.03
city,Providence,driving,NA,Rhode Island,United States,2020-08-17,142.93
city,Providence,driving,NA,Rhode Island,United States,2020-08-18,148.26
city,Providence,driving,NA,Rhode Island,United States,2020-08-19,148.63
city,Providence,driving,NA,Rhode Island,United States,2020-08-20,155.46
city,Providence,driving,NA,Rhode Island,United States,2020-08-21,173.95
city,Providence,driving,NA,Rhode Island,United States,2020-08-22,160.1
city,Providence,driving,NA,Rhode Island,United States,2020-08-23,130.4
city,Providence,driving,NA,Rhode Island,United States,2020-08-24,140.86
city,Providence,driving,NA,Rhode Island,United States,2020-08-25,145.92
city,Providence,driving,NA,Rhode Island,United States,2020-08-26,151.39
city,Providence,driving,NA,Rhode Island,United States,2020-08-27,144.17
city,Providence,driving,NA,Rhode Island,United States,2020-08-28,174.23
city,Providence,driving,NA,Rhode Island,United States,2020-08-29,149.22
city,Providence,driving,NA,Rhode Island,United States,2020-08-30,135.3
city,Providence,driving,NA,Rhode Island,United States,2020-08-31,141.62
city,Providence,driving,NA,Rhode Island,United States,2020-09-01,151.11
city,Providence,driving,NA,Rhode Island,United States,2020-09-02,141.03
city,Providence,driving,NA,Rhode Island,United States,2020-09-03,155.57
city,Providence,driving,NA,Rhode Island,United States,2020-09-04,182.18
city,Providence,driving,NA,Rhode Island,United States,2020-09-05,166.13
city,Providence,driving,NA,Rhode Island,United States,2020-09-06,136.54
