geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
county,Androscoggin County,driving,NA,Maine,United States,2020-06-27,178.22
county,Androscoggin County,driving,NA,Maine,United States,2020-06-28,146.51
county,Androscoggin County,driving,NA,Maine,United States,2020-06-29,146.31
county,Androscoggin County,driving,NA,Maine,United States,2020-06-30,153.02
county,Androscoggin County,driving,NA,Maine,United States,2020-07-01,169.18
county,Androscoggin County,driving,NA,Maine,United States,2020-07-02,195.27
county,Androscoggin County,driving,NA,Maine,United States,2020-07-03,188.05
county,Androscoggin County,driving,NA,Maine,United States,2020-07-04,155.45
county,Androscoggin County,driving,NA,Maine,United States,2020-07-05,148.66
county,Androscoggin County,driving,NA,Maine,United States,2020-07-06,173.41
county,Androscoggin County,driving,NA,Maine,United States,2020-07-07,175.88
county,Androscoggin County,driving,NA,Maine,United States,2020-07-08,167.61
county,Androscoggin County,driving,NA,Maine,United States,2020-07-09,193.92
county,Androscoggin County,driving,NA,Maine,United States,2020-07-10,201.32
county,Androscoggin County,driving,NA,Maine,United States,2020-07-11,174.59
county,Androscoggin County,driving,NA,Maine,United States,2020-07-12,155.68
county,Androscoggin County,driving,NA,Maine,United States,2020-07-13,170.65
county,Androscoggin County,driving,NA,Maine,United States,2020-07-14,163.63
county,Androscoggin County,driving,NA,Maine,United States,2020-07-15,181.37
county,Androscoggin County,driving,NA,Maine,United States,2020-07-16,192.05
county,Androscoggin County,driving,NA,Maine,United States,2020-07-17,200.75
county,Androscoggin County,driving,NA,Maine,United States,2020-07-18,198.32
county,Androscoggin County,driving,NA,Maine,United States,2020-07-19,164.22
county,Androscoggin County,driving,NA,Maine,United States,2020-07-20,180.18
county,Androscoggin County,driving,NA,Maine,United States,2020-07-21,181.7
county,Androscoggin County,driving,NA,Maine,United States,2020-07-22,181.57
county,Androscoggin County,driving,NA,Maine,United States,2020-07-23,184.19
county,Androscoggin County,driving,NA,Maine,United States,2020-07-24,216.17
county,Androscoggin County,driving,NA,Maine,United States,2020-07-25,188.9
county,Androscoggin County,driving,NA,Maine,United States,2020-07-26,168.62
county,Androscoggin County,driving,NA,Maine,United States,2020-07-27,181.42
county,Androscoggin County,driving,NA,Maine,United States,2020-07-28,182.73
county,Androscoggin County,driving,NA,Maine,United States,2020-07-29,177.58
county,Androscoggin County,driving,NA,Maine,United States,2020-07-30,194
county,Androscoggin County,driving,NA,Maine,United States,2020-07-31,209.39
county,Androscoggin County,driving,NA,Maine,United States,2020-08-01,216.66
county,Androscoggin County,driving,NA,Maine,United States,2020-08-02,175.41
county,Androscoggin County,driving,NA,Maine,United States,2020-08-03,178.26
county,Androscoggin County,driving,NA,Maine,United States,2020-08-04,168.33
county,Androscoggin County,driving,NA,Maine,United States,2020-08-05,187.26
county,Androscoggin County,driving,NA,Maine,United States,2020-08-06,187.87
county,Androscoggin County,driving,NA,Maine,United States,2020-08-07,217.35
county,Androscoggin County,driving,NA,Maine,United States,2020-08-08,200.95
county,Androscoggin County,driving,NA,Maine,United States,2020-08-09,177.57
county,Androscoggin County,driving,NA,Maine,United States,2020-08-10,180.41
county,Androscoggin County,driving,NA,Maine,United States,2020-08-11,186.44
county,Androscoggin County,driving,NA,Maine,United States,2020-08-12,190.61
county,Androscoggin County,driving,NA,Maine,United States,2020-08-13,194.68
county,Androscoggin County,driving,NA,Maine,United States,2020-08-14,212.43
county,Androscoggin County,driving,NA,Maine,United States,2020-08-15,190.77
county,Androscoggin County,driving,NA,Maine,United States,2020-08-16,167.22
county,Androscoggin County,driving,NA,Maine,United States,2020-08-17,176.78
county,Androscoggin County,driving,NA,Maine,United States,2020-08-18,178.67
county,Androscoggin County,driving,NA,Maine,United States,2020-08-19,197.32
county,Androscoggin County,driving,NA,Maine,United States,2020-08-20,201.77
county,Androscoggin County,driving,NA,Maine,United States,2020-08-21,229.38
county,Androscoggin County,driving,NA,Maine,United States,2020-08-22,202.19
county,Androscoggin County,driving,NA,Maine,United States,2020-08-23,164.35
county,Androscoggin County,driving,NA,Maine,United States,2020-08-24,176.1
county,Androscoggin County,driving,NA,Maine,United States,2020-08-25,184.25
county,Androscoggin County,driving,NA,Maine,United States,2020-08-26,193.18
county,Androscoggin County,driving,NA,Maine,United States,2020-08-27,192.11
county,Androscoggin County,driving,NA,Maine,United States,2020-08-28,212.14
county,Androscoggin County,driving,NA,Maine,United States,2020-08-29,166.02
county,Androscoggin County,driving,NA,Maine,United States,2020-08-30,160.16
county,Androscoggin County,driving,NA,Maine,United States,2020-08-31,171.94
county,Androscoggin County,driving,NA,Maine,United States,2020-09-01,175.31
county,Androscoggin County,driving,NA,Maine,United States,2020-09-02,178.44
county,Androscoggin County,driving,NA,Maine,United States,2020-09-03,184.4
county,Androscoggin County,driving,NA,Maine,United States,2020-09-04,224.17
