geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
city,Albany,driving,NA,New York,United States,2020-02-24,106.84
city,Albany,driving,NA,New York,United States,2020-02-25,109.27
city,Albany,driving,NA,New York,United States,2020-02-26,112.12
city,Albany,driving,NA,New York,United States,2020-02-27,112.34
city,Albany,driving,NA,New York,United States,2020-02-28,137.94
city,Albany,driving,NA,New York,United States,2020-02-29,129.08
city,Albany,driving,NA,New York,United States,2020-03-01,95.86
city,Albany,driving,NA,New York,United States,2020-03-02,104.42
city,Albany,driving,NA,New York,United States,2020-03-03,111.92
city,Albany,driving,NA,New York,United States,2020-03-04,111.16
city,Albany,driving,NA,New York,United States,2020-03-05,118.14
city,Albany,driving,NA,New York,United States,2020-03-06,136.06
city,Albany,driving,NA,New York,United States,2020-03-07,121.1
city,Albany,driving,NA,New York,United States,2020-03-08,92.95
city,Albany,driving,NA,New York,United States,2020-03-09,105.06
city,Albany,driving,NA,New York,United States,2020-03-10,105.14
city,Albany,driving,NA,New York,United States,2020-03-11,105.67
city,Albany,driving,NA,New York,United States,2020-03-12,102.58
city,Albany,driving,NA,New York,United States,2020-03-13,106
city,Albany,driving,NA,New York,United States,2020-03-14,86.36
city,Albany,driving,NA,New York,United States,2020-03-15,65.46
city,Albany,driving,NA,New York,United States,2020-03-16,75
city,Albany,driving,NA,New York,United States,2020-03-17,65.79
city,Albany,driving,NA,New York,United States,2020-03-18,65.47
city,Albany,driving,NA,New York,United States,2020-03-19,62.42
city,Albany,driving,NA,New York,United States,2020-03-20,67.5
city,Albany,driving,NA,New York,United States,2020-03-21,57.03
city,Albany,driving,NA,New York,United States,2020-03-22,42.46
city,Albany,driving,NA,New York,United States,2020-03-23,42.28
city,Albany,driving,NA,New York,United States,2020-03-24,47.13
city,Albany,driving,NA,New York,United States,2020-03-25,48.54
city,Albany,driving,NA,New York,United States,2020-03-26,53.92
city,Albany,driving,NA,New York,United States,2020-03-27,62.18
city,Albany,driving,NA,New York,United States,2020-03-28,49.29
city,Albany,driving,NA,New York,United States,2020-03-29,37.32
city,Albany,driving,NA,New York,United States,2020-03-30,48.92
city,Albany,driving,NA,New York,United States,2020-03-31,51.76
city,Albany,driving,NA,New York,United States,2020-04-01,53.33
city,Albany,driving,NA,New York,United States,2020-04-02,52.79
city,Albany,driving,NA,New York,United States,2020-04-03,57.14
city,Albany,driving,NA,New York,United States,2020-04-04,54.67
city,Albany,driving,NA,New York,United States,2020-04-05,42.56
city,Albany,driving,NA,New York,United States,2020-04-06,54.46
city,Albany,driving,NA,New York,United States,2020-04-07,55.86
city,Albany,driving,NA,New York,United States,2020-04-08,53.51
city,Albany,driving,NA,New York,United States,2020-04-09,51.35
city,Albany,driving,NA,New York,United States,2020-04-10,60.34
city,Albany,driving,NA,New York,United States,2020-04-11,55.65
city,Albany,driving,NA,New York,United States,2020-04-12,36.71
city,Albany,driving,NA,New York,United States,2020-04-13,49.49
city,Albany,driving,NA,New York,United States,2020-04-14,58.63
city,Albany,driving,NA,New York,United States,2020-04-15,60.53
city,Albany,driving,NA,New York,United States,2020-04-16,61.16
city,Albany,driving,NA,New York,United States,2020-04-17,68.06
city,Albany,driving,NA,New York,United States,2020-04-18,56.43
city,Albany,driving,NA,New York,United States,2020-04-19,55.05
city,Albany,driving,NA,New York,United States,2020-04-20,61.87
city,Albany,driving,NA,New York,United States,2020-04-21,58.33
city,Albany,driving,NA,New York,United States,2020-04-22,60.03
city,Albany,driving,NA,New York,United States,2020-04-23,65.1
city,Albany,driving,NA,New York,United States,2020-04-24,70.93
city,Albany,driving,NA,New York,United States,2020-04-25,72.97
city,Albany,driving,NA,New York,United States,2020-04-26,47.49
city,Albany,driving,NA,New York,United States,2020-04-27,58.76
city,Albany,driving,NA,New York,United States,2020-04-28,68.18
city,Albany,driving,NA,New York,United States,2020-04-29,68.12
city,Albany,driving,NA,New York,United States,2020-04-30,67.2
city,Albany,driving,NA,New York,United States,2020-05-01,78.44
city,Albany,driving,NA,New York,United States,2020-05-02,79.82
city,Albany,driving,NA,New York,United States,2020-05-03,67.52
city,Albany,driving,NA,New York,United States,2020-05-04,69.29
city,Albany,driving,NA,New York,United States,2020-05-05,76.59
city,Albany,driving,NA,New York,United States,2020-05-06,74.27
city,Albany,driving,NA,New York,United States,2020-05-07,77.32
city,Albany,driving,NA,New York,United States,2020-05-08,86.11
city,Albany,driving,NA,New York,United States,2020-05-09,77.2
city,Albany,driving,NA,New York,United States,2020-05-10,62.28
city,Albany,driving,NA,New York,United States,2020-05-11,NA
city,Albany,driving,NA,New York,United States,2020-05-12,NA
city,Albany,driving,NA,New York,United States,2020-05-13,85.16
city,Albany,driving,NA,New York,United States,2020-05-14,89.45
city,Albany,driving,NA,New York,United States,2020-05-15,95.66
city,Albany,driving,NA,New York,United States,2020-05-16,94.95
city,Albany,driving,NA,New York,United States,2020-05-17,75.35
city,Albany,driving,NA,New York,United States,2020-05-18,83.97
city,Albany,driving,NA,New York,United States,2020-05-19,92.49
city,Albany,driving,NA,New York,United States,2020-05-20,96.26
city,Albany,driving,NA,New York,United States,2020-05-21,101.83
city,Albany,driving,NA,New York,United States,2020-05-22,114.11
city,Albany,driving,NA,New York,United States,2020-05-23,95.16
city,Albany,driving,NA,New York,United States,2020-05-24,80.05
city,Albany,driving,NA,New York,United States,2020-05-25,79.79
city,Albany,driving,NA,New York,United States,2020-05-26,98.02
city,Albany,driving,NA,New York,United States,2020-05-27,102.63
city,Albany,driving,NA,New York,United States,2020-05-28,101.94
city,Albany,driving,NA,New York,United States,2020-05-29,109.61
city,Albany,driving,NA,New York,United States,2020-05-30,108.32
city,Albany,driving,NA,New York,United States,2020-05-31,79.66
city,Albany,driving,NA,New York,United States,2020-06-01,99.99
city,Albany,driving,NA,New York,United States,2020-06-02,96.37
city,Albany,driving,NA,New York,United States,2020-06-03,102.27
city,Albany,driving,NA,New York,United States,2020-06-04,110.13
city,Albany,driving,NA,New York,United States,2020-06-05,118.52
city,Albany,driving,NA,New York,United States,2020-06-06,108.07
city,Albany,driving,NA,New York,United States,2020-06-07,91.39
city,Albany,driving,NA,New York,United States,2020-06-08,107.53
city,Albany,driving,NA,New York,United States,2020-06-09,114.05
city,Albany,driving,NA,New York,United States,2020-06-10,113.21
city,Albany,driving,NA,New York,United States,2020-06-11,118.08
city,Albany,driving,NA,New York,United States,2020-06-12,132.25
city,Albany,driving,NA,New York,United States,2020-06-13,114.47
city,Albany,driving,NA,New York,United States,2020-06-14,95
city,Albany,driving,NA,New York,United States,2020-06-15,116.28
city,Albany,driving,NA,New York,United States,2020-06-16,120.79
city,Albany,driving,NA,New York,United States,2020-06-17,122.84
city,Albany,driving,NA,New York,United States,2020-06-18,126.78
city,Albany,driving,NA,New York,United States,2020-06-19,139.96
city,Albany,driving,NA,New York,United States,2020-06-20,119.71
city,Albany,driving,NA,New York,United States,2020-06-21,91
city,Albany,driving,NA,New York,United States,2020-06-22,121.17
city,Albany,driving,NA,New York,United States,2020-06-23,128.12
city,Albany,driving,NA,New York,United States,2020-06-24,128.76
city,Albany,driving,NA,New York,United States,2020-06-25,133.32
city,Albany,driving,NA,New York,United States,2020-06-26,148.34
city,Albany,driving,NA,New York,United States,2020-06-27,122.48
city,Albany,driving,NA,New York,United States,2020-06-28,98.49
city,Albany,driving,NA,New York,United States,2020-06-29,123.63
city,Albany,driving,NA,New York,United States,2020-06-30,128.48
city,Albany,driving,NA,New York,United States,2020-07-01,133.34
city,Albany,driving,NA,New York,United States,2020-07-02,141.67
city,Albany,driving,NA,New York,United States,2020-07-03,126.05
city,Albany,driving,NA,New York,United States,2020-07-04,96.12
city,Albany,driving,NA,New York,United States,2020-07-05,99.87
city,Albany,driving,NA,New York,United States,2020-07-06,125.54
city,Albany,driving,NA,New York,United States,2020-07-07,131.75
city,Albany,driving,NA,New York,United States,2020-07-08,129.07
city,Albany,driving,NA,New York,United States,2020-07-09,136.84
city,Albany,driving,NA,New York,United States,2020-07-10,145.68
city,Albany,driving,NA,New York,United States,2020-07-11,128.67
city,Albany,driving,NA,New York,United States,2020-07-12,111.52
city,Albany,driving,NA,New York,United States,2020-07-13,128.41
city,Albany,driving,NA,New York,United States,2020-07-14,132.96
city,Albany,driving,NA,New York,United States,2020-07-15,137.53
city,Albany,driving,NA,New York,United States,2020-07-16,135.99
city,Albany,driving,NA,New York,United States,2020-07-17,149.7
city,Albany,driving,NA,New York,United States,2020-07-18,130
city,Albany,driving,NA,New York,United States,2020-07-19,108.45
city,Albany,driving,NA,New York,United States,2020-07-20,131.53
city,Albany,driving,NA,New York,United States,2020-07-21,134.77
city,Albany,driving,NA,New York,United States,2020-07-22,134.19
city,Albany,driving,NA,New York,United States,2020-07-23,135.83
city,Albany,driving,NA,New York,United States,2020-07-24,155.33
city,Albany,driving,NA,New York,United States,2020-07-25,133.14
city,Albany,driving,NA,New York,United States,2020-07-26,111.07
city,Albany,driving,NA,New York,United States,2020-07-27,130.21
city,Albany,driving,NA,New York,United States,2020-07-28,134.54
city,Albany,driving,NA,New York,United States,2020-07-29,141.09
city,Albany,driving,NA,New York,United States,2020-07-30,143.36
city,Albany,driving,NA,New York,United States,2020-07-31,153.86
city,Albany,driving,NA,New York,United States,2020-08-01,138.83
city,Albany,driving,NA,New York,United States,2020-08-02,109.1
city,Albany,driving,NA,New York,United States,2020-08-03,138.11
city,Albany,driving,NA,New York,United States,2020-08-04,121.81
city,Albany,driving,NA,New York,United States,2020-08-05,146.1
city,Albany,driving,NA,New York,United States,2020-08-06,147.56
city,Albany,driving,NA,New York,United States,2020-08-07,154.22
city,Albany,driving,NA,New York,United States,2020-08-08,143.79
city,Albany,driving,NA,New York,United States,2020-08-09,116.19
city,Albany,driving,NA,New York,United States,2020-08-10,135.01
city,Albany,driving,NA,New York,United States,2020-08-11,137.04
city,Albany,driving,NA,New York,United States,2020-08-12,141.15
city,Albany,driving,NA,New York,United States,2020-08-13,147.66
city,Albany,driving,NA,New York,United States,2020-08-14,158.41
city,Albany,driving,NA,New York,United States,2020-08-15,143.16
city,Albany,driving,NA,New York,United States,2020-08-16,117.9
city,Albany,driving,NA,New York,United States,2020-08-17,137.92
city,Albany,driving,NA,New York,United States,2020-08-18,145.02
city,Albany,driving,NA,New York,United States,2020-08-19,151.76
city,Albany,driving,NA,New York,United States,2020-08-20,157.79
city,Albany,driving,NA,New York,United States,2020-08-21,170.94
city,Albany,driving,NA,New York,United States,2020-08-22,155.99
city,Albany,driving,NA,New York,United States,2020-08-23,131.29
city,Albany,driving,NA,New York,United States,2020-08-24,146.84
city,Albany,driving,NA,New York,United States,2020-08-25,143.56
city,Albany,driving,NA,New York,United States,2020-08-26,145.76
city,Albany,driving,NA,New York,United States,2020-08-27,139.46
city,Albany,driving,NA,New York,United States,2020-08-28,163.21
city,Albany,driving,NA,New York,United States,2020-08-29,136.04
city,Albany,driving,NA,New York,United States,2020-08-30,120.63
city,Albany,driving,NA,New York,United States,2020-08-31,140.84
city,Albany,driving,NA,New York,United States,2020-09-01,142.27
city,Albany,driving,NA,New York,United States,2020-09-02,137.35
city,Albany,driving,NA,New York,United States,2020-09-03,150.45
city,Albany,driving,NA,New York,United States,2020-09-04,170.92
city,Albany,driving,NA,New York,United States,2020-09-05,143.89
city,Albany,driving,NA,New York,United States,2020-09-06,118.62
city,Albany,driving,NA,New York,United States,2020-09-07,120.27
city,Albany,driving,NA,New York,United States,2020-09-08,134.43
city,Albany,driving,NA,New York,United States,2020-09-09,140.91
city,Albany,driving,NA,New York,United States,2020-09-10,142.29
city,Albany,driving,NA,New York,United States,2020-09-11,159.98
city,Albany,driving,NA,New York,United States,2020-09-12,150.18
city,Albany,driving,NA,New York,United States,2020-09-13,116.64
city,Albany,driving,NA,New York,United States,2020-09-14,128.73
city,Albany,driving,NA,New York,United States,2020-09-15,134.72
city,Albany,driving,NA,New York,United States,2020-09-16,136.06
city,Albany,driving,NA,New York,United States,2020-09-17,138.23
city,Albany,transit,NA,New York,United States,2020-01-13,100
city,Albany,transit,NA,New York,United States,2020-01-14,100.14
city,Albany,transit,NA,New York,United States,2020-01-15,105.95
city,Albany,transit,NA,New York,United States,2020-01-16,107.76
city,Albany,transit,NA,New York,United States,2020-01-17,101.39
city,Albany,transit,NA,New York,United States,2020-01-18,85.79
city,Albany,transit,NA,New York,United States,2020-01-19,82.86
city,Albany,transit,NA,New York,United States,2020-01-20,126.71
city,Albany,transit,NA,New York,United States,2020-01-21,133.77
city,Albany,transit,NA,New York,United States,2020-01-22,144.82
city,Albany,transit,NA,New York,United States,2020-01-23,136.09
city,Albany,transit,NA,New York,United States,2020-01-24,161.5
city,Albany,transit,NA,New York,United States,2020-01-25,129.26
city,Albany,transit,NA,New York,United States,2020-01-26,104.74
city,Albany,transit,NA,New York,United States,2020-01-27,135.9
city,Albany,transit,NA,New York,United States,2020-01-28,132.37
city,Albany,transit,NA,New York,United States,2020-01-29,123.55
city,Albany,transit,NA,New York,United States,2020-01-30,130.79
city,Albany,transit,NA,New York,United States,2020-01-31,159.87
city,Albany,transit,NA,New York,United States,2020-02-01,130.65
city,Albany,transit,NA,New York,United States,2020-02-02,98.89
city,Albany,transit,NA,New York,United States,2020-02-03,135.39
city,Albany,transit,NA,New York,United States,2020-02-04,120.76
city,Albany,transit,NA,New York,United States,2020-02-05,123.59
city,Albany,transit,NA,New York,United States,2020-02-06,125.5
city,Albany,transit,NA,New York,United States,2020-02-07,132.84
city,Albany,transit,NA,New York,United States,2020-02-08,140.78
city,Albany,transit,NA,New York,United States,2020-02-09,101.63
city,Albany,transit,NA,New York,United States,2020-02-10,134.18
city,Albany,transit,NA,New York,United States,2020-02-11,143.43
city,Albany,transit,NA,New York,United States,2020-02-12,137.58
city,Albany,transit,NA,New York,United States,2020-02-13,148.63
city,Albany,transit,NA,New York,United States,2020-02-14,159.27
city,Albany,transit,NA,New York,United States,2020-02-15,131.82
city,Albany,transit,NA,New York,United States,2020-02-16,116.95
city,Albany,transit,NA,New York,United States,2020-02-17,131.17
city,Albany,transit,NA,New York,United States,2020-02-18,130.33
city,Albany,transit,NA,New York,United States,2020-02-19,136.83
city,Albany,transit,NA,New York,United States,2020-02-20,132.65
city,Albany,transit,NA,New York,United States,2020-02-21,166.7
city,Albany,transit,NA,New York,United States,2020-02-22,132.84
city,Albany,transit,NA,New York,United States,2020-02-23,103.48
city,Albany,transit,NA,New York,United States,2020-02-24,121.41
city,Albany,transit,NA,New York,United States,2020-02-25,129.49
city,Albany,transit,NA,New York,United States,2020-02-26,133.21
city,Albany,transit,NA,New York,United States,2020-02-27,130.05
city,Albany,transit,NA,New York,United States,2020-02-28,150.86
city,Albany,transit,NA,New York,United States,2020-02-29,135.86
city,Albany,transit,NA,New York,United States,2020-03-01,104.88
city,Albany,transit,NA,New York,United States,2020-03-02,118.86
city,Albany,transit,NA,New York,United States,2020-03-03,123.55
city,Albany,transit,NA,New York,United States,2020-03-04,140.41
city,Albany,transit,NA,New York,United States,2020-03-05,139.71
city,Albany,transit,NA,New York,United States,2020-03-06,160.15
city,Albany,transit,NA,New York,United States,2020-03-07,149.61
city,Albany,transit,NA,New York,United States,2020-03-08,106.04
city,Albany,transit,NA,New York,United States,2020-03-09,146.54
city,Albany,transit,NA,New York,United States,2020-03-10,119.65
city,Albany,transit,NA,New York,United States,2020-03-11,128.19
city,Albany,transit,NA,New York,United States,2020-03-12,123.27
city,Albany,transit,NA,New York,United States,2020-03-13,98.05
city,Albany,transit,NA,New York,United States,2020-03-14,76.41
city,Albany,transit,NA,New York,United States,2020-03-15,60.2
city,Albany,transit,NA,New York,United States,2020-03-16,71.34
city,Albany,transit,NA,New York,United States,2020-03-17,59.27
city,Albany,transit,NA,New York,United States,2020-03-18,60.1
city,Albany,transit,NA,New York,United States,2020-03-19,54.34
city,Albany,transit,NA,New York,United States,2020-03-20,52.3
city,Albany,transit,NA,New York,United States,2020-03-21,48.95
city,Albany,transit,NA,New York,United States,2020-03-22,28.38
city,Albany,transit,NA,New York,United States,2020-03-23,45.94
city,Albany,transit,NA,New York,United States,2020-03-24,40.78
city,Albany,transit,NA,New York,United States,2020-03-25,41.24
city,Albany,transit,NA,New York,United States,2020-03-26,35.49
city,Albany,transit,NA,New York,United States,2020-03-27,44.12
city,Albany,transit,NA,New York,United States,2020-03-28,31.03
city,Albany,transit,NA,New York,United States,2020-03-29,33.07
city,Albany,transit,NA,New York,United States,2020-03-30,39.76
city,Albany,transit,NA,New York,United States,2020-03-31,36.74
city,Albany,transit,NA,New York,United States,2020-04-01,39.57
city,Albany,transit,NA,New York,United States,2020-04-02,35.9
city,Albany,transit,NA,New York,United States,2020-04-03,34.05
city,Albany,transit,NA,New York,United States,2020-04-04,35.21
city,Albany,transit,NA,New York,United States,2020-04-05,28.84
city,Albany,transit,NA,New York,United States,2020-04-06,37.3
city,Albany,transit,NA,New York,United States,2020-04-07,33.81
city,Albany,transit,NA,New York,United States,2020-04-08,37.71
city,Albany,transit,NA,New York,United States,2020-04-09,36.37
city,Albany,transit,NA,New York,United States,2020-04-10,36.41
city,Albany,transit,NA,New York,United States,2020-04-11,34.05
city,Albany,transit,NA,New York,United States,2020-04-12,26.29
city,Albany,transit,NA,New York,United States,2020-04-13,33.02
city,Albany,transit,NA,New York,United States,2020-04-14,42.22
city,Albany,transit,NA,New York,United States,2020-04-15,33.53
city,Albany,transit,NA,New York,United States,2020-04-16,40.41
city,Albany,transit,NA,New York,United States,2020-04-17,35.11
city,Albany,transit,NA,New York,United States,2020-04-18,35.35
city,Albany,transit,NA,New York,United States,2020-04-19,35.53
city,Albany,transit,NA,New York,United States,2020-04-20,47.65
city,Albany,transit,NA,New York,United States,2020-04-21,38.32
city,Albany,transit,NA,New York,United States,2020-04-22,38.83
city,Albany,transit,NA,New York,United States,2020-04-23,38.27
city,Albany,transit,NA,New York,United States,2020-04-24,39.8
city,Albany,transit,NA,New York,United States,2020-04-25,36.97
city,Albany,transit,NA,New York,United States,2020-04-26,31.12
city,Albany,transit,NA,New York,United States,2020-04-27,40.83
city,Albany,transit,NA,New York,United States,2020-04-28,44.59
city,Albany,transit,NA,New York,United States,2020-04-29,43.06
city,Albany,transit,NA,New York,United States,2020-04-30,41.52
city,Albany,transit,NA,New York,United States,2020-05-01,41.85
city,Albany,transit,NA,New York,United States,2020-05-02,45.05
city,Albany,transit,NA,New York,United States,2020-05-03,41.48
city,Albany,transit,NA,New York,United States,2020-05-04,46.35
city,Albany,transit,NA,New York,United States,2020-05-05,48.26
city,Albany,transit,NA,New York,United States,2020-05-06,43.71
city,Albany,transit,NA,New York,United States,2020-05-07,40.92
city,Albany,transit,NA,New York,United States,2020-05-08,47.65
city,Albany,transit,NA,New York,United States,2020-05-09,39.85
city,Albany,transit,NA,New York,United States,2020-05-10,40.92
city,Albany,transit,NA,New York,United States,2020-05-11,NA
city,Albany,transit,NA,New York,United States,2020-05-12,NA
city,Albany,transit,NA,New York,United States,2020-05-13,45.01
city,Albany,transit,NA,New York,United States,2020-05-14,45.8
city,Albany,transit,NA,New York,United States,2020-05-15,46.17
city,Albany,transit,NA,New York,United States,2020-05-16,48.21
city,Albany,transit,NA,New York,United States,2020-05-17,44.91
city,Albany,transit,NA,New York,United States,2020-05-18,56.06
city,Albany,transit,NA,New York,United States,2020-05-19,56.62
city,Albany,transit,NA,New York,United States,2020-05-20,55.04
city,Albany,transit,NA,New York,United States,2020-05-21,54.34
city,Albany,transit,NA,New York,United States,2020-05-22,55.46
city,Albany,transit,NA,New York,United States,2020-05-23,54.67
city,Albany,transit,NA,New York,United States,2020-05-24,45.84
city,Albany,transit,NA,New York,United States,2020-05-25,52.07
city,Albany,transit,NA,New York,United States,2020-05-26,55.69
city,Albany,transit,NA,New York,United States,2020-05-27,59.87
city,Albany,transit,NA,New York,United States,2020-05-28,55.55
city,Albany,transit,NA,New York,United States,2020-05-29,57.97
city,Albany,transit,NA,New York,United States,2020-05-30,58.24
city,Albany,transit,NA,New York,United States,2020-05-31,50.95
city,Albany,transit,NA,New York,United States,2020-06-01,53.79
city,Albany,transit,NA,New York,United States,2020-06-02,55.88
city,Albany,transit,NA,New York,United States,2020-06-03,62.24
city,Albany,transit,NA,New York,United States,2020-06-04,58.71
city,Albany,transit,NA,New York,United States,2020-06-05,62.05
city,Albany,transit,NA,New York,United States,2020-06-06,60.38
city,Albany,transit,NA,New York,United States,2020-06-07,49.33
city,Albany,transit,NA,New York,United States,2020-06-08,59.68
city,Albany,transit,NA,New York,United States,2020-06-09,57.08
city,Albany,transit,NA,New York,United States,2020-06-10,63.63
city,Albany,transit,NA,New York,United States,2020-06-11,60.94
city,Albany,transit,NA,New York,United States,2020-06-12,66.56
city,Albany,transit,NA,New York,United States,2020-06-13,56.57
city,Albany,transit,NA,New York,United States,2020-06-14,48.49
city,Albany,transit,NA,New York,United States,2020-06-15,62.19
city,Albany,transit,NA,New York,United States,2020-06-16,65.77
city,Albany,transit,NA,New York,United States,2020-06-17,72.92
city,Albany,transit,NA,New York,United States,2020-06-18,63.82
city,Albany,transit,NA,New York,United States,2020-06-19,74.18
city,Albany,transit,NA,New York,United States,2020-06-20,60.38
city,Albany,transit,NA,New York,United States,2020-06-21,59.03
city,Albany,transit,NA,New York,United States,2020-06-22,67.25
city,Albany,transit,NA,New York,United States,2020-06-23,73.15
city,Albany,transit,NA,New York,United States,2020-06-24,71.9
city,Albany,transit,NA,New York,United States,2020-06-25,71.25
city,Albany,transit,NA,New York,United States,2020-06-26,69.21
city,Albany,transit,NA,New York,United States,2020-06-27,60.57
city,Albany,transit,NA,New York,United States,2020-06-28,55.27
city,Albany,transit,NA,New York,United States,2020-06-29,70.23
city,Albany,transit,NA,New York,United States,2020-06-30,66.05
city,Albany,transit,NA,New York,United States,2020-07-01,72.09
city,Albany,transit,NA,New York,United States,2020-07-02,70.27
city,Albany,transit,NA,New York,United States,2020-07-03,68.51
city,Albany,transit,NA,New York,United States,2020-07-04,65.82
city,Albany,transit,NA,New York,United States,2020-07-05,63.63
city,Albany,transit,NA,New York,United States,2020-07-06,75.71
city,Albany,transit,NA,New York,United States,2020-07-07,72.09
city,Albany,transit,NA,New York,United States,2020-07-08,72.88
city,Albany,transit,NA,New York,United States,2020-07-09,74.04
city,Albany,transit,NA,New York,United States,2020-07-10,84.12
city,Albany,transit,NA,New York,United States,2020-07-11,74.45
city,Albany,transit,NA,New York,United States,2020-07-12,70.18
city,Albany,transit,NA,New York,United States,2020-07-13,84.53
city,Albany,transit,NA,New York,United States,2020-07-14,77.19
city,Albany,transit,NA,New York,United States,2020-07-15,83.14
city,Albany,transit,NA,New York,United States,2020-07-16,74.45
city,Albany,transit,NA,New York,United States,2020-07-17,85.65
city,Albany,transit,NA,New York,United States,2020-07-18,70.97
city,Albany,transit,NA,New York,United States,2020-07-19,65.44
city,Albany,transit,NA,New York,United States,2020-07-20,83.46
city,Albany,transit,NA,New York,United States,2020-07-21,81.56
city,Albany,transit,NA,New York,United States,2020-07-22,73.01
city,Albany,transit,NA,New York,United States,2020-07-23,73.8
city,Albany,transit,NA,New York,United States,2020-07-24,83.79
city,Albany,transit,NA,New York,United States,2020-07-25,76.22
city,Albany,transit,NA,New York,United States,2020-07-26,71.76
city,Albany,transit,NA,New York,United States,2020-07-27,77.52
city,Albany,transit,NA,New York,United States,2020-07-28,82.35
city,Albany,transit,NA,New York,United States,2020-07-29,84.02
city,Albany,transit,NA,New York,United States,2020-07-30,77.33
city,Albany,transit,NA,New York,United States,2020-07-31,89.32
city,Albany,transit,NA,New York,United States,2020-08-01,79.42
city,Albany,transit,NA,New York,United States,2020-08-02,78.73
city,Albany,transit,NA,New York,United States,2020-08-03,88.43
city,Albany,transit,NA,New York,United States,2020-08-04,75.2
city,Albany,transit,NA,New York,United States,2020-08-05,90.11
city,Albany,transit,NA,New York,United States,2020-08-06,86.76
city,Albany,transit,NA,New York,United States,2020-08-07,86.99
city,Albany,transit,NA,New York,United States,2020-08-08,86.02
city,Albany,transit,NA,New York,United States,2020-08-09,75.34
city,Albany,transit,NA,New York,United States,2020-08-10,87.09
city,Albany,transit,NA,New York,United States,2020-08-11,88.62
city,Albany,transit,NA,New York,United States,2020-08-12,85.51
city,Albany,transit,NA,New York,United States,2020-08-13,90.76
city,Albany,transit,NA,New York,United States,2020-08-14,92.99
city,Albany,transit,NA,New York,United States,2020-08-15,82.68
city,Albany,transit,NA,New York,United States,2020-08-16,70.32
city,Albany,transit,NA,New York,United States,2020-08-17,91.27
city,Albany,transit,NA,New York,United States,2020-08-18,100
city,Albany,transit,NA,New York,United States,2020-08-19,96.1
city,Albany,transit,NA,New York,United States,2020-08-20,103.34
city,Albany,transit,NA,New York,United States,2020-08-21,122.76
city,Albany,transit,NA,New York,United States,2020-08-22,118.76
city,Albany,transit,NA,New York,United States,2020-08-23,96.42
city,Albany,transit,NA,New York,United States,2020-08-24,117.32
city,Albany,transit,NA,New York,United States,2020-08-25,115.79
city,Albany,transit,NA,New York,United States,2020-08-26,102.46
city,Albany,transit,NA,New York,United States,2020-08-27,92.75
city,Albany,transit,NA,New York,United States,2020-08-28,120.3
city,Albany,transit,NA,New York,United States,2020-08-29,92.99
city,Albany,transit,NA,New York,United States,2020-08-30,89.64
