geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17
county,Island County,driving,NA,Washington,United States,100,91.62,75.93,102.68,123.41,139.78,115.53,123.55,113.86,123.25,121.44,140.82,147.76,108.77,113.77,112.21,110.47,118.76,125.61,143.72,107.65,115.44,110.51,117.45,114.02,146.82,155.29,128.95,119.4,115.74,119.72,127.21,162.16,181.45,158.89,162.53,140.33,139.74,139.95,168.78,182.82,127.44,116.12,129.91,132.32,129.57,156.55,164.57,125.61,113.47,123.71,121.53,120.09,143.75,179.23,135.91,124.03,116.42,120.06,108.25,114.68,130.26,118.21,100.92,99.59,103.57,102.47,115.67,143.66,94.18,75.65,75.17,74,67.61,79.52,74.05,64.11,68.25,71.97,78.26,74.85,81.47,82.43,68.03,76.5,77,86.21,94.73,99.18,98.88,73.61,84.63,89.85,89.74,102.54,118.35,116.42,97.55,98.24,89.81,85.78,86.37,101.67,107.72,94.87,93.86,96.27,100.3,103.62,122.97,109.05,100.3,106.78,120.48,109.92,130.55,162.48,200.37,158.8,NA,NA,127.26,132.46,166.67,151.86,146.89,135.04,137.72,132.18,141.82,181.24,216.28,199.45,141.96,154.9,163.58,151.37,191.41,148.74,144.64,161.7,147.48,161.2,174.69,196.63,197.73,181.72,151.19,148.01,166.74,164.64,190.82,195.83,205.29,149.98,167.36,175.29,179.52,223.98,254.28,227.62,201.51,186.44,191.85,222.86,244.32,249.45,237.01,200.89,198.83,201.17,219.29,272.74,267.7,334.1,221.92,208.22,198.99,209.07,252.86,282.36,244.96,217.82,221.48,213.95,215.03,250.18,310.81,257.12,228.33,218.16,226.73,209.6,248.63,334.68,271.51,225.31,218.09,225.72,248.05,278.79,304.99,250.44,218.6,238.07,238.57,227.53,266.12,286.67,265.48,230.12,222.58,222.88,233.35,284.65,314.86,279.94,226.09,220.55,224.83,219.22,244.04,288.57,226.89,205.25,211.5,203.89,225.03,279.62,304.17,232.48,212.35,206.46,215.62,225.56,269.54,296.91,307.54,236.83,213.35,217.41,221.97,241.96,215.3,170.45,184.61,188.32,189.49,201.1
county,Jefferson County,driving,NA,Washington,United States,100,99.32,97.35,109.85,183.94,183.57,170.15,170.95,143.14,133.54,139.38,168,212.31,167.32,140.12,126.46,140.92,153.11,244.43,193.48,137.48,143.38,134.71,129.11,150.58,173.23,218.28,187.14,186.58,159.2,158.95,144.8,214.58,273.35,251.88,246.89,220.55,213.05,221.35,225.6,252.98,189.42,140.18,157.35,165.72,158.22,194.65,229.85,206.65,146.95,138.65,144.06,158.28,178.46,201.17,191.82,145.35,157.78,151.45,122.58,144.98,165.05,174.4,114.4,116.18,115.63,114.34,143.82,204.98,131.82,90.28,81.85,79.51,62.09,67.82,71.94,74.4,75.14,70.52,75.26,77.78,73.78,85.91,76.92,78.22,82.09,83.02,97.54,94.89,103.75,100.8,72.37,80.25,83.14,99.2,106.89,107.51,102.89,93.54,89.05,75.2,88.06,96.31,108.86,111.57,90.65,95.63,93.23,114.34,124.49,111.57,113.66,97.35,109.6,118.34,139.51,185.85,259.45,203.82,NA,NA,123.08,150.95,169.17,184.49,169.42,141.78,164.68,130.4,157.05,207.02,305.42,283.69,203.69,173.78,181.35,179.75,208.25,179.51,180.62,169.54,166.83,180.55,173.11,208.68,252.37,252.37,172.62,165.72,189.97,202.46,218.15,258.03,294.58,214.71,223.2,197.17,253.72,297.91,327.08,364.49,276.37,287.02,255.14,284.92,325.66,374.77,380.86,312.74,274.95,307.08,296.55,391.51,390.03,509.11,347.26,280.55,277.54,287.14,387.94,437.35,404.74,327.02,320.92,334.15,344.74,388.92,521.29,595.26,348.68,339.63,317.35,357.48,404.55,537.23,573.54,386.83,351.82,361.6,376.18,438.71,556.68,540.74,363.63,364,340.12,362.58,422.22,531.08,615.26,459.32,391.63,407.51,409.97,461.6,560.62,664.31,410.65,372.92,415.45,349.54,399.45,506.34,571.14,357.54,341.29,362.52,375.02,431.82,488.43,508.68,331.26,328.06,304.18,365.05,439.38,553.23,616.37,616.68,323.94,323.45,350.34,365.29,369.48,282.22,244,283.88,244.25,256.49
county,King County,driving,NA,Washington,United States,100,91.16,105.12,128.63,149.92,142.85,110.35,122.8,143.58,148.77,152.76,158.48,146.65,109.22,131.21,137.02,137.21,141.43,161.63,140.54,100.56,125.39,130.44,146.3,163.35,167.75,152.4,118.98,132.62,137.31,139.23,148.27,170.53,145.43,118.07,132.54,136.04,138.36,142.81,154.73,144.79,108.54,124.71,135.08,140.98,154.27,165.56,153.3,114.72,122.29,123.11,124.73,121.87,131.37,123.78,94.41,108.15,108.27,104.55,100.02,102.23,90.17,72.15,80.45,74.32,73.59,74.08,79.99,66.42,51.06,59.28,57.95,54.65,48.8,52.18,46.64,42.02,46.95,50.11,51.79,50.96,56.97,52.87,43.02,52.25,54.22,56.05,57.83,64.8,57.4,43.94,55.29,57.23,61.16,63.21,69.11,60.84,54.81,62.61,58.74,58.37,62.96,71.65,67.24,56.39,62.91,64.28,66.31,69.4,81.3,69.04,61.54,69.34,77.38,73.99,82.17,96.93,95.6,74.61,NA,NA,83.26,86.44,105.5,87.2,78.85,89.18,91.9,90.66,93.1,111.4,103.49,90.24,76.81,96.21,104.01,105.73,121.46,96.73,84.57,101.16,101.67,109.9,108.16,122.14,111.39,92.47,104.33,104.35,116.12,119.6,137.21,118.1,106.45,109.26,120.72,127,135.45,153.2,130.08,107.2,133.69,133.89,134.24,145.64,156.9,129.61,113.12,130.73,130.29,136,146.23,140.79,105.24,108.22,128.48,130.14,138.31,142.16,158.24,139.55,115.5,135.78,142.52,147.11,143.81,154.3,150.1,129.66,140.49,143.31,139.06,141.39,162.18,153.35,130.59,142.84,142.57,147.38,153.64,168.4,151.27,129.62,140.09,148.46,150.81,147.8,167.98,143.52,132.58,140.78,142.58,145.11,150.46,170.04,157.07,135.86,143.32,142.52,146.9,150.67,161.68,154.39,131.94,138.08,143.66,148.43,151.83,168.9,149.88,129.61,139.79,148.47,149.26,152.95,175.39,148.27,130.98,129.63,145.57,141.3,146.8,151.41,127.34,104.13,122.41,126.85,129.69,132.6
county,King County,transit,NA,Washington,United States,100,97.88,92.83,100.8,103.65,90.21,75.8,86.52,97.71,102.65,98.11,103.6,87.18,68.76,91.96,91.14,92.34,94.93,102.5,84.3,70.39,87.69,89.25,93.07,98.37,103.97,91.81,75.42,88.99,92.9,95.75,98.97,108.32,89.39,79.83,94.2,101.24,102.01,102.43,108.75,88.75,70.94,88.69,92.96,94.01,100.59,107.03,105.3,73.8,81.15,80.39,80.42,76.6,76.03,73,57.05,65.92,63.55,59.74,52.82,49.91,41.46,35.38,36.2,30.59,29.47,27.75,28.09,23.52,20.05,22.67,20.61,18.62,17.68,17.38,15.43,15.47,16.96,16.65,17.54,16.84,17.03,15.24,14.23,17.91,17.69,17.26,17.36,17.25,15.61,14.05,17,16.98,16.55,18.11,17.31,16.03,15.3,18.46,17.3,15.84,16.78,17.76,15.73,15.91,17.75,17.67,17.98,18.13,19.54,17.02,15.83,19.9,19.27,18.56,20.31,20.67,20.45,17.33,16.87,15.63,19.88,20.45,20.54,18.03,17.67,20.39,20.64,20.46,20.79,20.96,20.04,19.1,19.09,23.33,24.33,23.78,24.92,22.31,20,24.93,24.67,28.16,24.63,27.02,25.32,23.73,27.27,26.05,29.4,29.76,34.28,27.18,26.48,28.18,29.66,31.14,32.54,35.04,29.09,26.49,34.78,34.64,33.43,34,34.9,29.5,28.19,34.21,32.82,33.22,33.19,34.46,26.26,27.44,33.99,33.46,34.73,33.79,34.7,31.91,27.54,35.79,35.18,35.66,35.19,33.55,32.5,31.07,35.51,36.28,36.69,34.29,34.92,34.91,31.96,37.84,37.65,37.96,37.13,37.88,35.63,32.45,39.05,38.6,39.19,36.53,39.11,34.24,33.01,37.73,37.45,36.18,38.91,39.86,37.93,34.8,40.59,39.67,39.62,40.2,40.09,38.69,33.37,38.71,39.92,39.83,42.04,41.59,36.32,34.55,40.14,42.15,41,42.03,44.46,39.83,37.1,37.27,41.4,40.3,40.76,38.77,31.8,30.27,36.64,37.07,38.99,41.29
county,King County,walking,NA,Washington,United States,100,101.64,100.79,126.84,153.37,178.71,135.56,122.81,116.08,128.54,122.21,149.97,174.26,123.33,114.46,117.98,120.28,129.44,143.99,156.45,110.33,111.86,109.22,111.75,124.43,151.45,171.88,130.4,114.56,118.33,126.66,133.29,188.31,193.85,156.49,139.33,134.39,136.32,145.1,173.77,182.28,117.56,114.68,126.88,133.13,149.67,166.23,185.89,130.22,101.53,105.45,112.76,109.72,125.01,133.47,97.42,95.96,88.01,82.85,81.96,76.69,77.83,61.66,59.27,54.82,58.2,57.57,59.94,55.4,41.27,42.33,39.2,39.26,34.74,38.05,36.66,39.91,33.04,37.25,40.79,38.02,39.96,45.29,38.07,45.02,42.87,46.98,49.72,52.99,47.23,40.59,45.2,45.64,46.69,50.55,51.2,46.82,48.11,52.27,41.84,36.42,43.62,50.69,52.2,46.56,47.9,46.51,48.6,50.39,60.34,45.05,49.1,50.57,57.47,51.16,62.69,72.73,75.54,56.57,47.23,43.72,63.33,64.32,80.85,62.88,65.55,67.34,68.47,64.22,64.25,78.19,78.02,71.4,54.48,71.87,81.86,80.07,92,83.42,66.23,78.06,76.77,85.85,80.16,94.71,96.05,76.08,78.7,75.63,91.78,90.58,120.94,94.57,88.66,78.27,89.34,98.92,104.74,122.49,103.24,82.54,102.41,105.26,102.82,115.02,114.94,96.63,89.56,99.77,93.79,97.73,103.95,107.75,84.1,86.96,101.73,97.37,106.25,107.01,122.08,112.63,91.01,109.33,110.72,113.88,107.45,116.57,124.47,103.45,108.56,108.18,104.77,105.81,119.03,123.33,102.89,108.98,110.62,112.31,112.18,125.73,123.5,103.36,110.17,116.12,118.1,106.91,129.59,119.18,113.18,110.81,108.53,108.32,117.11,136.14,131.77,106.94,111.54,114.11,115.49,115.02,128.36,130.95,112.08,109.62,118,116.18,121.65,138.76,131.04,109.47,112.18,119.87,119.57,127.04,142.09,140.09,127.75,112.57,108.65,112.07,114.84,120.59,106.9,85.11,94.3,100.69,102.59,106.54
county,Kitsap County,driving,NA,Washington,United States,100,98.46,100.98,122.73,148.87,152.66,118.2,130.04,129.95,134.71,136.4,152.91,160.37,117.44,132.24,130.5,129.76,138.87,171.41,157.58,107.71,131.49,130.62,131.99,137.45,160.75,164.21,130.25,132.01,137.03,140.87,145.99,179.29,166.96,136.46,150.99,141.82,144.26,151.59,171.49,179.41,128.59,138.83,140.99,151.16,159.24,177.68,182.09,138.84,135.43,138.82,144.36,147.96,161.47,163.73,122.98,134.05,132.81,132.52,126.8,137.62,131.42,104.47,108.54,104.14,104.32,102.56,120.39,103.77,80.96,90.52,83.08,77.25,73.68,80.49,71.04,68.47,74.92,82.55,76.17,75.93,82.42,77.84,63.86,78.21,75.33,81.58,83.25,96.16,86.61,61.05,82.74,85.98,92.23,95.83,106.45,94.34,86.34,93.47,86.35,88.87,92.49,105.14,105.37,87.65,96.26,95.49,101.49,106.32,121.77,110.03,94.61,109.31,116.06,113.4,124.29,148.26,155.74,124.86,NA,NA,130.51,134.55,162.1,143.79,126.72,139.2,143.55,142.06,147.72,170.1,168.91,152.51,131.82,145.16,157.9,164.94,191.18,156.76,139.46,160.36,160.53,165.11,170.24,190.03,188.21,150.42,166.98,162.46,174.76,173.6,190.69,184.03,169.87,166.04,178.61,187.16,190.99,220.23,213.79,174.06,197.89,198.93,197.07,213.48,235.89,209.47,189.51,197.34,201.28,210.18,223.09,234.48,189.06,202.05,204.61,193.12,195.57,202.93,239.77,227.22,191.8,198.71,211.29,213.13,211.06,237.67,253.09,217.61,209.73,212.39,202.32,208.76,233.74,248.59,212.07,231.97,207.51,219.59,215.1,248.6,235.65,215.03,215.71,227.95,222.22,208.53,237.82,228.37,214.64,209.85,210.89,210.87,227.43,255.69,252.1,227.19,208.93,212.08,211.56,217.14,230.13,229.37,193.81,198.27,207.64,207.07,212.18,242.74,233.72,194.5,197.79,205.71,201.36,212.53,250.69,234.12,221.78,199.06,216.5,196.44,199.56,215.99,184.49,148.9,172.82,182.18,187.4,189.86
county,Kitsap County,walking,NA,Washington,United States,100,112.89,102.36,117.03,134.65,173.62,113.98,154.33,112.11,124.11,112.89,135.93,152.56,126.97,125.2,133.86,114.27,130.41,161.42,149.41,116.34,120.28,125,116.83,120.96,157.97,149.9,133.86,128.05,120.77,123.33,141.63,181,165.65,151.38,156.89,149.31,133.66,149.02,177.85,176.48,137.99,132.58,132.78,133.37,150,159.74,189.37,133.86,131.59,126.48,127.76,135.43,151.67,169.98,120.08,125.79,123.13,117.81,131.2,128.64,115.85,106.2,110.73,106.3,108.07,107.58,116.44,99.02,82.58,87.4,78.84,73.03,73.72,89.37,74.02,84.06,80.41,86.71,86.91,86.91,76.28,81.79,70.47,87.01,91.04,95.18,90.85,93.6,89.67,66.63,78.54,90.94,87.2,95.37,104.13,78.54,83.86,82.19,88.29,69.29,89.17,97.15,87.8,91.93,103.54,92.32,104.82,125.3,118.31,86.91,91.54,124.02,128.25,111.61,109.06,128.94,138.39,117.32,116.04,87.5,140.45,128.64,162.6,168.6,129.72,154.43,162.89,148.52,136.81,155.91,180.02,180.02,135.43,154.33,159.55,162.89,203.05,160.83,130.91,149.8,191.04,168.41,170.47,180.91,197.15,158.37,175.1,169.88,168.11,194,196.56,182.87,169.49,180.22,184.35,201.48,212.4,215.16,225.89,181.89,216.93,218.5,243.11,233.46,245.87,216.34,211.32,213.19,258.07,213.19,228.25,232.78,201.38,167.03,232.68,211.42,194.49,183.46,222.24,217.52,169.69,205.61,202.66,221.65,198.72,226.28,243.41,194.19,205.02,216.73,204.04,178.74,223.23,256.89,213.39,219.59,227.66,215.85,210.04,241.24,231.69,210.33,226.08,219.59,219.29,228.05,245.28,227.26,233.46,253.15,236.22,208.46,241.24,272.83,229.82,208.96,211.81,211.91,217.03,229.33,245.28,230.81,202.76,195.96,224.02,223.03,248.43,235.53,245.67,197.15,233.56,230.41,213.39,238.58,248.92,286.22,266.24,234.25,242.13,236.42,240.65,213.88,193.11,152.66,196.26,191.63,211.02,213.39
county,Kittitas County,driving,NA,Washington,United States,100,97.39,115.04,104.22,165.87,146.11,129.57,139.58,95.7,98.16,108.14,163.96,156.47,141.55,106.2,89.88,89.9,108.98,167.46,157.26,129.17,104.98,125.83,90.06,113.57,171.72,152.15,148.14,105.61,96.05,104.5,130.85,233.41,200.21,203.14,193.68,128.07,114.28,139.07,199.21,192.52,171.52,109.88,103.56,109.23,135.87,200.74,203.05,192.41,111.18,105,123.98,141.26,193.99,199.9,170.77,112.86,103.84,104.92,128.73,165.19,137.07,122.42,107.14,92.2,100.02,104.05,127.03,122.34,103.69,84.54,68.62,65.56,63.11,72.15,69.86,67.96,62.03,59.56,65.01,70.41,73.96,74.89,65.93,65.08,66.98,75.1,80.13,93.65,90.46,68.09,75.49,70.57,71.83,89.59,103.38,108.07,101.79,81.76,78.89,75.21,90.62,112.67,111.97,105.74,86.06,86.35,88.7,94.2,133.54,129.32,124.05,100.89,101.82,100.93,125.51,169.94,187.64,149.14,NA,NA,116.54,135.31,179.18,182.61,152.91,128.82,124.35,128.7,160.23,262.13,261.64,230.41,358.23,150.41,146.49,154.75,233.12,197.86,204.45,158.58,132.99,154.67,164.08,231.52,247.24,231.14,167.04,146.46,168.15,188.2,274.67,266.06,279.05,187.53,183.82,190.81,223.96,421.06,296.44,385.83,226.64,185.8,201.37,263,341.14,313.39,459.55,241.63,211.72,236.26,368.86,423.61,277.29,643.26,330.93,220.11,214.5,240.37,379.15,333.13,394.33,224.35,203.09,217.74,265.06,352.14,357.07,526.95,237.92,213.25,224.72,280.84,491.52,395.47,459.5,261.14,237.07,239.52,273.83,359.24,351.1,439.5,266.54,228.86,243.87,310.14,374.05,373.15,489.2,273.84,224.98,246.16,274.07,382.56,367.88,561.32,368.33,262.95,270.17,262.45,365.83,351.06,547.56,260.61,221.64,228.48,250.81,395.02,335.44,466.03,237.6,219.07,222.76,283.42,467.45,398.31,372.51,679.73,283.61,215.17,260.45,313.55,278.76,256.62,201.1,173.18,177.79,214.17
county,Lewis County,driving,NA,Washington,United States,100,95.76,104.09,111.83,169.58,174.36,148.52,163.36,113.4,123.77,125.49,160.43,171.11,148.37,117.12,110.16,115.12,128.08,164.14,159.88,130.44,119.79,115.19,123.06,130.31,177.09,194.67,163.92,123.75,121.32,125.58,141.39,215.99,217.88,199.35,209.32,136.49,139.61,144.25,191.85,206.8,175.47,122.74,134.64,126.7,135.69,189.65,209.12,171.38,125.39,120.03,143.74,137.72,188.15,180.46,156.33,125.75,123.06,125.32,128.36,137.84,129.95,114.33,107.64,99.91,96.45,98.92,117.88,110.11,84.64,83.2,141.29,76.81,71.49,75.99,64.63,58.5,69.53,71.66,72.61,69.77,83.37,76.23,62.52,78.4,70.76,78.16,79.02,96.67,86.64,62.41,81.88,85.2,87.97,95.31,106,100.17,87.14,95.16,93.46,88.47,93.55,109.06,104.67,97.37,97.78,97.87,98.6,105.7,119.71,111.62,94.41,105.14,112.24,110.09,129.93,156.15,172.03,138.58,NA,NA,129.86,132.25,158.3,151.14,135.72,134.49,139.72,137.31,146.97,192.94,218.27,201.03,173.43,162.86,165.56,168.61,202.54,188.7,156.88,157.57,152.71,155.12,169.02,216.95,196.92,173.36,154.84,151.53,168.63,178.12,207.83,211.66,193.16,174.72,171.28,180.4,207.68,275.28,253.83,231.48,213.85,206.93,209.7,237,288.92,280.23,253.76,220.96,221.8,219.71,266.07,327.75,234.96,310.2,240.28,209.3,220.67,236.06,300.62,329.41,272.29,226.66,258.89,238.15,255.53,310.86,329.39,308.22,247.85,232.94,238.58,249.72,307.08,319.71,323.95,252.86,233.86,242.06,260.5,318.24,333.3,317.28,244.39,249.66,253.23,260.26,315.7,330.08,332.31,247.35,236.79,237.03,262.01,321.19,330.68,345.83,260.13,242.96,242.15,266.03,319.25,320.4,345.35,255.77,240.68,246.47,250.93,330.31,322.48,305.29,229.02,221.08,233.13,258.17,347.23,349.53,330.79,389.72,285.28,225.8,241.05,272.29,241.24,203.4,199.4,201.2,191.01,201.48
county,Mason County,driving,NA,Washington,United States,100,99.22,98.01,109.7,135.51,141.89,123.66,126.44,123.27,125.62,133.4,135.35,133.59,115.64,119.98,120.69,120.92,127.45,169.53,159.95,109.74,132.89,122.76,130.82,132.11,148.61,161.75,144.94,133.16,128.74,138.33,135.71,178.53,170.04,150.65,166.09,148.18,142.2,139.81,172.12,181.97,132.03,143.72,138.13,131.64,153.15,169.42,175.4,143.53,126.12,127.38,131.33,136.76,147.91,161.4,151.11,128.67,133.05,126.12,122.49,134.1,122.88,125.3,114.31,103.17,115.17,115.57,128,126.71,106.26,94.13,83.81,84.67,71.37,73.17,79.66,79.31,72.04,83.18,75.91,85.06,85.53,94.17,78.26,90.85,77.55,85.3,99.8,106.61,103.29,81.89,92.53,91.44,106.02,113.06,127.41,124.48,106.57,107.63,100.74,101.56,104.69,115.45,121.67,110.09,114.27,104.58,112.79,127.3,137,123.35,118.19,120.69,123.58,121.04,144.47,179.82,244.62,172.35,NA,NA,137.62,137.15,185.33,166.8,145.37,156.04,173.02,151.27,168.99,215.53,252.25,226.67,184.79,172.43,196.48,189.71,237.35,186.12,176.97,164.65,165,175.05,183.11,211.93,254.01,193.55,183.34,167.31,182.91,181.74,216.93,218.62,224.87,186.51,196.83,199.41,223.58,271.72,276.5,255.53,234.06,223.31,216.5,248.77,293.9,300.98,278.84,237.19,219.48,236.06,277.28,351.47,324.64,362.85,256.75,229.61,227.77,241.61,282.36,304.97,282.52,250.02,244.11,254.75,253.77,290.11,361.09,355.61,271.18,264.76,238.8,252.21,291.94,352.76,372.51,295.66,263.28,255.92,283.03,327.81,372.04,345.83,256.59,253.89,262.89,263.51,304.11,330.47,376.3,278.29,256.55,251.04,271.1,378.18,386.74,465.51,278.37,250.45,251.94,256.86,304.89,331.52,323.07,237.04,249.71,254.4,268.75,324.72,346.34,322.84,263.55,265.15,233.55,274.93,331.01,338.44,342.71,373.52,244.66,228.59,254.17,262.57,241.06,191.47,190.26,193.59,189.56,203.52
county,Okanogan County,driving,NA,Washington,United States,100,90.65,96.28,107.2,140.86,162.03,126.63,106.12,109.76,101.16,110.59,140.69,119.85,105.87,90.07,106.78,103.89,104.88,147.06,133.33,100.17,101.49,106.2,97.77,107.03,156.41,141.85,131.35,105.21,114.14,115.72,119.69,166.09,169.15,138.88,160.88,138.88,148.14,125.39,163.28,145.41,125.64,110.75,120.93,125.31,122,142.27,136.64,107.69,103.8,124.81,116.05,118.69,151.7,162.03,132.34,112.9,109.18,108.44,103.23,110.17,94.04,96.44,90.49,91.65,97.6,97.44,121.42,91.89,78.49,86.1,84.95,80.23,79.65,75.19,74.61,55.33,69.89,83.04,70.06,68.16,93.13,73.45,60.88,79.07,76.34,87.1,87.76,99.92,74.86,61.7,76.59,87.68,84.12,101.57,107.28,93.96,87.59,97.11,90.41,100.33,102.15,112.24,88.01,89.74,99.59,88.34,123.41,125.56,126.72,105.13,113.32,115.96,118.36,119.27,122.91,150.37,134.74,115.72,NA,NA,144.17,158.4,189.66,200,170.39,139.54,169.31,165.67,175.68,289.33,322.33,282.05,251.03,184.78,169.15,194.95,197.6,190.49,184.78,164.76,154.43,180.81,202.98,236.89,246.65,231.68,211.66,217.87,194.04,241.19,254.76,291.4,274.52,214.56,249.38,243.26,266.75,349.13,335.32,313.98,276.26,263.94,264.43,303.14,364.52,366,334.16,283.71,309.59,309.68,362.7,438.79,347.31,420.6,321.09,307.69,303.39,320.76,396.61,417.95,408.44,312.16,298.76,302.15,318.11,410.42,400.91,364.1,338.21,296.69,332.59,314.39,389.16,414.72,397.02,349.21,340.86,332.92,381.14,386.6,418.53,391.15,347.64,310.59,308.93,361.54,391.73,420.84,394.79,339.95,326.72,329.2,343.76,407.11,474.94,387.1,340.61,305.87,323.57,340.78,403.8,378.25,425.81,301.41,298.35,307.86,313.9,388.01,421.92,387.59,308.6,272.13,291.81,322.5,434.9,438.88,425.48,590.9,287.34,261.46,230.19,273.2,245.16,200.74,230.02,215.55,201.65,231.68
county,Pierce County,driving,NA,Washington,United States,100,99.88,106.49,117.51,134.23,128.08,91.57,110.37,123.27,119.65,122.1,140.17,131.37,94.68,114.32,117.53,115.48,126.22,152.35,141.43,95.36,112.63,115.64,119.91,130.84,150.28,141.54,105.2,118.98,120.24,124.28,133.81,166.61,136.72,103.63,131.66,124.09,125.52,135.94,153.82,150.22,102.95,116.28,121.3,129.32,135.67,161.27,149.97,103.27,116.2,125.29,122.2,128.15,141.74,134.39,97.17,114.7,115.03,110.78,108.24,116.11,97.31,76.78,92.76,85.04,83.5,85.02,92.75,78.84,58.38,69.46,65.32,63.5,58.38,62.28,54.33,46.58,58.33,61,63.61,62.37,69.6,61.56,50.89,64.33,64.48,67.86,70.37,77.45,67.56,48.64,67.38,70.47,77.39,79.77,85.47,74.33,63.99,77.95,72.65,72.82,77.69,86.23,77.72,65.3,78.71,79.34,81.69,84.38,97.66,84.37,71.16,87.37,93.13,92.31,97.16,113.94,111.9,86.38,NA,NA,101.74,106.72,123.01,106.91,92.62,107.16,110.2,111.21,114.75,134.61,121.44,102.06,93.02,113.54,122.09,126.05,141.36,112.12,97.83,121.67,116.7,120.9,124.16,142.3,129.03,104.81,124.75,124.25,131.08,135.21,152.68,141.82,118.9,131.9,137.38,146.37,159.36,178.89,153.71,122.96,153.61,152.86,156.16,159.76,184.63,155.5,129.35,148.96,153.65,159.12,170.42,173.57,129.18,130.96,147.29,147.3,154.17,157.61,185.18,163.71,133.39,151.52,158.21,163.07,166.39,182.06,176.97,147.49,165.61,160.26,158.86,157.05,184.8,174.29,147.75,163.85,161.55,165.05,170.02,197.67,177.31,145.58,157.81,165.84,170.81,163.02,190.64,168.64,150.94,162.33,159.76,157.85,167.54,202.19,181.98,153.94,160.3,158.03,163.75,169.96,189.37,172.72,146.29,156.9,161.64,160.25,172.58,200.92,173.65,144.52,157.16,162.28,166.62,173.76,201.21,170.55,144.62,150,208.9,171.15,176.9,186.77,157.09,121.23,147.76,146,147.36,152.97
