geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17
county,Benton County,driving,NA,Washington,United States,100,92.96,101.98,98.42,119.48,110.92,82.53,104.1,109.2,106.95,110.58,128.59,135.34,90.43,100.45,106.43,104.76,114.66,130.93,129.74,83.04,100.68,104.95,108.65,113.36,140.17,139.59,97.66,106.52,115.72,117.05,122.87,151.09,145.94,114.85,119.22,113.32,113.53,123.24,149.11,150.15,105.96,108.35,117,120.56,125.53,155.2,163.47,113.91,114.12,116.81,121.38,126.74,147.55,159.11,110.38,110.97,114.96,113.3,115.06,126.87,97.63,74.54,93.62,94.25,97.96,94.99,101.94,86.33,67.05,81.51,74.79,71.47,68.24,73.41,63.29,51.34,66.4,67.61,68.84,72.52,82.95,68.7,55.92,73.18,73.86,75.78,79.95,89.39,82.72,52.91,79.38,80.86,88.01,91.47,98.41,88.38,76.09,95.55,93.33,92.29,99.15,108.73,96.5,80.87,95.72,99.56,103.86,111.79,125.58,108.31,88.15,110.86,115.09,106.96,117.71,137.92,129.85,93.59,NA,NA,124.36,129.32,144.1,131.28,106.69,127.15,135.24,129.92,139.71,157.24,146.43,118.72,115.64,137.41,140.51,147.7,165.95,130.6,119.54,142.92,140.64,145.47,155.99,170.3,162.73,128.93,149.91,149,158.51,167.22,185.35,157.65,138.71,152.85,162.83,164.06,170.57,185.53,168.38,131.65,165.41,165.76,168.84,178.67,200.87,175.62,143.91,171.29,174.14,178.45,190.52,191.39,129.31,148.68,175.9,174.87,173.67,183.96,206.22,177.73,155.92,178.35,174.33,180.9,186.66,203.49,182.51,154.9,174.52,171.28,177.73,190.85,210.07,183.93,158.96,174.73,176.83,183.13,189.58,214.15,188.6,159.04,182.26,187.37,183.97,192.53,213.06,190.23,163.9,181.74,184.44,175.06,188.01,215.41,194,161.48,180.28,186.77,181.1,191.37,222.49,191.32,158.23,169.93,178.97,176.45,178.68,203.58,183.33,151.05,171.03,172.9,177.14,185.2,209.01,183.44,155.2,186.44,181.75,176.16,179.26,200.53,168.68,127.24,151.85,159.74,158.19,164.43
county,Benton County,walking,NA,Washington,United States,100,94.09,93.45,95,117.91,108.36,84.55,106.36,118.18,107.82,101.27,143.18,139.27,81.91,97.91,100.45,120.36,102.82,125.82,114.55,73.27,109.45,103.36,101.18,116.55,136.73,117.64,88.27,107.18,106.82,110.55,108.27,149.64,143.91,108.27,113.09,101.55,116.73,117.55,154.45,148.91,78.64,106.73,114.91,118.73,116.45,159.82,159.82,100.36,112.55,119.18,129,121.18,151.91,153.64,100.09,114.18,113,116.18,121.36,124.36,87.36,66.73,106.82,103.64,103.27,93.09,113.91,83.27,71.64,83.27,76.91,81,74.45,78.45,63.45,63.91,64.55,72.82,65.55,77.45,87,74.64,62,91.64,83.09,95.82,84.18,95.45,88.82,58.55,85.45,90.18,97.91,101.27,102.82,95.45,85.55,116.73,106.36,94,103.82,100.82,94.55,87.73,83.91,113.27,100.64,105.09,139.36,112.45,99.82,120.73,126.91,99.73,123.18,136.82,121.18,114.09,111.64,95.18,130.45,139.91,145.18,135.27,124,130,137.18,125.18,143.36,145.73,144.82,122.82,118.73,172.55,143.64,164.82,172.45,130.55,118.45,180.09,160,156.09,176,179.36,156.64,127,145.73,179.73,164.27,174.09,180.18,145,140.64,206.27,154.36,166.64,170,180.45,163.55,123.18,183.27,184.09,183.45,202,205.82,163.91,130.18,168.09,193.82,174.18,186.36,172.36,130.45,140.82,196,185.82,191.64,185.91,189.36,173.91,128.82,204.91,190.45,174.27,190.73,213.64,176.64,150.73,178.36,178.27,196.64,201,197.27,187.64,151.55,170.73,177.36,195.09,184.91,213.55,198.91,137.45,189.64,186.55,196.73,198.55,238.18,183.18,154.91,206.18,193,185.09,210.36,201.82,217.36,153.36,194.82,181.09,183.73,193.55,232,216.73,140.73,170.45,190.36,193.09,190,236,189.73,166.18,193.36,174.36,200.91,196.18,204.18,196.09,157.18,138.27,207.91,205.55,186,208.73,168.73,120.09,160.09,169,160.82,178
county,Chelan County,driving,NA,Washington,United States,100,79.12,79.55,81.61,131.79,138.94,131.6,126.19,88.59,84.14,87.75,134.79,147.65,116.77,84.22,78.86,81.88,87.47,113.4,124.4,88.85,82.39,85.68,88.26,92.91,123.04,129.05,106.54,91.59,96.12,99.03,102.2,149.59,171.07,156.29,146.56,107.85,104.41,112.43,137.22,143.95,109.13,88.29,90,92.46,100.31,136.52,153.65,116.74,92.49,86.48,87.92,89.66,116.5,126.1,105.37,95.65,88.86,85.14,92.46,99.58,95.83,80.15,80.06,77.44,68.49,74.49,87.02,80.8,61.33,61.33,57.65,54.31,50.19,56.9,53.62,45.17,54.17,54.02,53.83,57.32,61.54,60.01,51.04,58.16,59.29,62.48,71.2,73.03,68.36,47.53,66.14,69.81,72.4,74.67,87.54,85.53,69.73,79.93,74.71,67.65,72.78,89.96,85.64,76.03,77.17,80.45,80.21,83.68,104.54,94.5,79.6,87.32,93.84,86.03,105.58,130.83,133.37,111.74,NA,NA,104.81,117.03,147.25,145.05,118.2,118.44,118.5,125.17,143.08,204.56,233.86,228.5,223.55,147.01,145.71,165.04,216.22,183.35,168.09,161.51,144.39,148.34,167.73,207.11,235.77,224.99,172.61,150.26,168.78,168.6,229.85,242.87,240.47,183.89,176.06,184.29,208.3,279.49,307.06,292.46,222.97,218.86,224.03,255.24,323.89,354.14,315.13,224.04,220.85,236.91,292.61,392.83,374.17,430.3,284.66,247.89,235.21,263.29,334.96,377.47,371.16,262.66,250.22,245.3,261.49,339.78,391.95,392.65,266.6,242.32,255.07,274.74,360.22,400.3,406.51,270.33,245.11,245.92,262.58,340.8,396.19,392.21,270.74,249.54,248.97,292.28,333.16,397.05,386.57,284.96,245.65,271.76,270.78,339.21,383.54,389.88,272.16,261.18,264.53,275.88,348.82,370.83,375.97,266.98,236.34,239.54,254.62,333.61,349.98,332.57,236.7,215.28,219.01,238.64,334.48,372.97,386.04,509.79,226.73,190.56,192.88,241.84,217.82,197.41,165.99,153.34,156.21,160.55
county,Clallam County,driving,NA,Washington,United States,100,94.42,73.31,100.07,141.65,176.49,167.88,153.9,133.75,137.06,135.33,151.71,180.23,144.09,146.66,138.23,139.25,150.3,165.2,184.4,131.63,131.56,134.77,147.26,149.49,170.63,215.53,180.34,156.19,163.68,154.78,161.81,203.32,305.54,279,242.92,184.36,185.88,177.52,201.13,296.22,174.83,162.3,167.56,158.6,168.87,203.39,252.49,198.84,157.92,147.83,151.43,159.76,180.73,216.41,200.6,165.2,154.15,158.28,148.99,158.6,174.62,170.56,144.09,139.46,141.79,142.04,176.07,205.01,135.9,103.42,82.46,91.56,79.81,79,86.55,79.7,82.39,83.09,87.58,80.06,87.86,91.53,83.94,96.47,105.08,103.67,114.4,119.03,115.85,88.18,101.87,110.2,107.48,110.31,127,127.29,109.07,115.21,99.29,99.96,105.22,126.79,130.71,105.51,103.95,116.98,114.93,116.52,142.53,134.1,119.66,120.51,134.52,142.68,163.68,187.68,249.31,173.67,NA,NA,147.58,162.62,181.29,188.21,166.47,177.27,187.82,181.15,188.32,244.62,336.75,290.61,209.39,207.31,206.32,227.89,260.15,233.11,205.26,197.11,186.34,210.48,206.28,238.86,271.2,258.6,216.84,206.04,231.91,237.24,260.4,323.76,302.05,227.85,268.37,282.92,303.67,355.81,392.91,368.23,333.04,308.75,328.1,343.95,399.12,486.9,420.86,377.76,336.11,352.45,371.48,472.54,501.84,475.08,379.24,372.11,359.8,378.4,462.51,520.83,468.66,427.36,411.12,416.77,416.24,522.31,646.77,587.58,427.36,453.72,447.41,453.37,547.26,689.45,595.87,483.59,469.82,483.3,491.46,545.01,668.58,568.51,480.16,497.56,493.29,469.22,561,618.81,598.8,503.71,466.43,462.48,496.4,585.46,703.21,631.2,495.66,445.22,470.14,458.31,535.19,628.87,542.64,434.95,439.04,450.79,464.17,554.71,626.44,504.62,395.8,402.82,392.73,412.85,540.88,710.13,683.3,548.71,401.98,391,420.68,458.1,435.65,331.31,320.76,283.83,319.06,323.83
county,Clark County,driving,NA,Washington,United States,100,100.93,100.78,106.81,124,114.47,86.77,101.14,110.21,108.92,112.05,122.65,115.86,85.41,102.44,114.26,108.88,115.66,122.35,115.48,80.41,102.15,107.45,128.09,112.38,130.09,128.64,92.33,107.37,112.26,113.81,119.03,137.84,136.08,114.3,117.04,119.17,116.96,119.86,133.61,130,93.37,108.01,113.48,114.44,121.41,133.46,131.26,97.74,104.96,108.68,113.71,118.72,135.49,122.49,90.59,106.05,118.6,107.85,105.54,107.26,80.32,71.97,86.46,80.65,78.8,78.75,84.3,69.98,55.92,62.95,56.27,55.3,52.65,55.03,48.02,42.2,52.11,54.77,55.04,55.33,60.53,55.57,47.88,56.3,60.44,61.72,64.68,70.67,63.35,45.78,63.61,66.85,67.43,72.5,81.62,67.95,60.8,71.88,69.68,66.4,72.52,79.21,75.61,65.86,71.84,79.18,77.09,80.71,91.56,76.82,67.55,81,88.21,83.93,93.06,105.58,100.97,80.67,NA,NA,92.07,95.34,112.88,99.9,88.97,94.62,102.75,99.46,101.98,117.88,110.34,96.14,88.38,108.14,115.45,121.28,130.82,100.37,93.35,113.15,115.91,114.62,119.24,131,117.35,96.88,113.7,114.87,120.94,125.81,132.98,122.71,105.76,116.51,122.84,130.34,139.88,161.59,134.23,108.52,136.67,141.66,138.41,144.34,160.37,141.94,119.95,135.7,138.75,140.77,151.33,154.94,117.03,115.44,132.12,134.21,138.42,141.5,160.54,147.64,121.06,140.3,143.63,146.42,149.06,158.6,149.48,129.38,145.9,147.52,143.19,146.47,160.44,152.16,136.98,146.69,145.67,148.83,150.17,174.36,152.72,131.01,144.63,151.44,152.74,143.02,167.21,149.18,130.13,144,146.65,145.02,153.31,168.75,155.16,131.93,145.85,145.75,142.82,149.56,159.73,151.18,129.82,138.19,142.94,143.27,148.85,165.98,150.03,123.45,137.88,138.42,142.6,148.61,175.8,147.51,130.12,127.18,147.87,150.58,153.31,187.57,132.56,103.52,123.35,121.99,127.3,130.52
county,Clark County,transit,NA,Washington,United States,100,98.11,109.7,110.26,108.75,85.2,78.9,94.96,102.96,109.45,111.65,119.08,93.39,77.14,98.8,109.76,93.95,110.64,110.26,94.77,73.99,105.6,116.75,113.73,105.29,115.62,96.54,77.96,116.37,108.82,112.28,103.4,118.58,97.54,87.41,102.39,116.12,108.19,105.54,115.49,105.16,75.69,109.26,103.9,96.73,103.4,113.29,90.18,77.02,94.21,104.47,113.35,111.02,103.9,81.99,74.62,100.31,105.23,99.75,96.54,91.62,68.14,65.49,77.71,72.29,59.7,57.62,59.07,43.77,40.93,44.14,38.98,34.26,35.58,30.42,32.3,31.11,31.55,36.65,33.82,36.08,36.65,29.09,31.36,36.02,40.49,41.18,37.41,45.28,34.19,32.37,42.82,39.92,41.31,46.73,42.13,37.72,36.4,41.44,42,33.38,38.66,41.88,38.66,39.61,41.12,46.98,36.02,40.18,41.25,38.1,33,41.06,43.83,41.06,47.36,48.8,47.04,40.37,43.95,35.26,49.62,46.73,45.47,42.19,47.54,44.84,50.13,49.24,46.85,49.94,49.18,47.23,45.09,57.37,63.6,62.41,60.77,43.26,40.87,56.17,59.13,57.12,55.35,53.59,47.67,45.4,52.27,54.66,70.15,57.93,58.63,52.77,49.56,54.66,55.92,64.86,70.15,68.32,60.39,47.1,79.79,76.64,62.03,75.82,73.74,64.11,60.26,66.37,60.77,63.85,66.69,62.41,49.12,45.84,62.91,61.15,60.52,65.99,61.52,60.01,52.2,63.92,74.31,62.85,62.22,65.55,59.82,56.74,62.97,58.44,55.86,61.15,65.99,57.81,63.98,65.62,75.88,65.43,63.92,68.77,59.95,55.04,63.92,69.27,62.22,58.44,64.67,60.52,51.51,69.52,71.66,63.41,71.1,70.34,60.71,51.39,72.61,66.56,62.59,66.62,62.15,61.27,59.63,69.21,71.41,71.85,64.61,63.48,63.35,60.39,59.26,59.07,54.47,66.06,64.99,61.02,53.15,63.73,59.82,67.95,60.26,58.25,55.04,48.36,50,45.15,56.17,55.04
county,Clark County,walking,NA,Washington,United States,100,101.16,97.13,107.49,126.22,132.67,101.25,104.03,109.7,100.45,110.75,140.19,132.82,97.58,102.54,109.29,105.82,118.42,125.77,127.65,89.46,101.61,106.27,112.63,114.84,132.31,145.69,96.78,114.24,108.39,118.93,120.13,147.69,138.55,122.84,127.74,124.16,125.86,127.41,144.67,148.49,101.25,117.17,116.09,114.18,126.93,148.97,145.98,101.94,112.57,118.18,125.65,121.44,129.53,130.16,98.78,117.23,125.53,116.93,118.3,109.61,92.98,82.32,109.08,96.03,95.7,95.46,102.6,92.33,73.9,73.04,60.7,70.02,68.44,65.93,55.06,57.18,60.88,64.74,67.6,66.41,73.45,66.98,67.3,68.56,77.96,87.19,89.04,86.86,74.44,63.36,88.09,88.3,85.22,93.19,102.75,73.31,80.17,88.68,81.88,72.11,88.95,87.97,89.34,86.5,85.16,98.24,89.49,95.58,102,85.22,80.5,91.13,109.79,98.3,115.8,129.53,130.34,91.91,86.65,82.77,118.36,119.14,141.98,135.47,124.31,112.18,129.5,126.37,137.44,145.72,147.89,120.99,108.33,131.08,155.21,151.45,165.06,121.83,119.2,148.04,155.6,149.6,157.33,169.01,144.88,123.41,139.68,137.03,154.61,165.9,180.59,161.48,128.1,142.34,173.04,178.29,178.68,206.72,173.9,132.28,187.52,175.1,185.76,180.92,213.23,171.63,146.7,175.19,165.33,175.16,185.61,203.76,152.11,138.13,165.75,160.73,179.61,179.87,199.85,189.85,153.42,177.58,182.47,180.74,188,201.19,198.18,156.11,176.83,181.31,181.46,175.81,192.15,192.98,163.72,173.54,182.17,193.13,186.23,212.78,193.73,147.63,181.73,190.3,184.53,181.13,212.51,190.74,160.38,176.17,183.43,190.95,190.68,212.18,192.89,163.78,182.68,190.42,181.49,175.28,202.18,194.89,154.31,173.66,178.26,178.05,185.88,204.66,188.59,153.09,168.38,177.22,179.79,174.89,204.27,184.53,160.59,150.73,168.86,169.51,172.14,186.77,165.03,124.1,137.56,140.76,154.49,166.29
county,Cowlitz County,driving,NA,Washington,United States,100,93.38,100.27,110.04,153.18,140.52,111.59,133.17,110.93,112.22,115.61,146.41,159.47,122.8,110.33,110.34,111.65,120.78,144.87,141,104.48,110.88,108.39,115.71,126.64,158.05,167.6,137.13,118.37,117.02,119.63,129.44,189.2,177.96,146.56,153.49,126.25,128.24,135.36,160.83,163.79,142.72,116.78,118.17,138.2,126.91,160.93,166.89,137.13,113.7,112.8,119.27,119.11,159.85,153.74,128.1,113.87,117.39,115.68,111.98,131.58,107.61,98.78,99.22,90.35,94.79,90.24,108.42,89.3,74.54,73.95,68.72,64.28,64.57,68.75,60.68,53.09,61.75,63.29,65.41,64.63,77.18,63.73,54.27,69.71,68.15,74.19,78.28,87.93,78.1,56.67,74.87,75.4,78.03,86.23,95.82,83.7,77.14,88.32,83.48,78.58,83.44,100.32,93.83,86.85,90.17,90.36,92.68,97.4,122.14,103.5,84.58,98.05,103.77,104.24,111.51,144.72,139.58,108.68,NA,NA,112.09,121.8,147.9,135.6,118.72,126.53,125.2,135.42,140.17,170.27,158.03,141.47,132.47,142.22,147.86,160.01,175.56,151.28,136.39,145.89,136.7,145.48,155.1,180.15,157.6,143.82,146.8,143.82,151.65,157.02,184.53,168.78,158.84,151.99,154.32,163.31,184.35,225.09,201.82,173.82,185.16,177.9,177.26,192.89,220.89,206.25,180.39,175.88,175.1,185.14,215.66,239.7,168.66,255.32,189.09,189.06,178.41,189.01,220.67,211.31,185.8,181.22,183.08,188.57,195.82,237.57,230.69,212.56,201.53,189.05,180.06,196.12,229.18,232.81,237.37,200.77,190.8,200.04,211.84,252.61,240.44,215.25,196.73,194.2,195.12,204.59,240.57,229.13,216.13,198.68,187.08,186.35,207.03,255.61,260.4,229.48,207.15,194.23,197.11,204.72,246.13,232.18,222.34,194.77,187.88,197.26,211.07,247.08,231.93,202.02,185.51,180.58,179.67,208.03,280.75,238.09,216.43,228.82,202.91,196.53,197.85,224.09,185.27,158.09,158.2,162.51,167.38,172.88
county,Douglas County,driving,NA,Washington,United States,100,90.92,86.13,95.39,124.97,121.21,95.21,114.05,97.27,96.02,103.8,135.62,166.67,105.73,96.11,95.57,93.6,99.6,138.43,159.87,102.24,95.79,103.09,110.74,106.26,149.84,135.26,117.23,95.66,109.71,120,113.96,146.09,157.54,129.84,139.37,117.99,106.58,123.31,146.89,167.25,130.51,106.76,96.82,111.63,114.77,151.63,176.2,117.99,111.23,105.06,111.01,112.21,136.15,134.81,117.14,125.73,108.01,100.76,109.22,119.91,106.4,83.94,91.32,100.27,93.87,99.51,121.48,96.87,78.57,90.92,75.79,74.72,67.34,83,72.98,62.73,78.12,78.34,81.74,78.66,86.67,79.33,65.32,84.43,82.46,92.75,102.77,108.59,96.73,66.76,93.65,98.7,101.12,106.13,116.24,114.41,95.62,108.81,101.7,98.12,104.74,117.67,112.62,99.51,105.55,107.65,115.21,116.69,148.99,121.88,108.41,113.96,118.79,124.92,139.82,157.99,143.67,133.47,NA,NA,135.48,144.21,180.22,173.15,155.03,154.18,157.18,152.48,183.4,224.38,230.2,201.3,195.39,174.18,181.03,191.01,238.48,195.57,165.46,177.76,180.54,180.67,196.2,236.47,240.04,303.4,192.89,193.29,197.05,197.72,262.28,216.06,204.25,200.4,191.32,201.79,221.12,267.11,275.97,247.92,214.36,214.5,209.71,269.84,302.86,332.17,262.46,236.2,229.4,241.07,270.25,320.04,266.35,346.31,249.08,210.29,205.46,222.46,258.52,284.21,279.78,247.61,213.2,202.37,223.31,281.66,288.77,260.4,214.68,202.24,220.4,229.13,294.05,266.8,262.64,225.01,213.02,223.49,218.21,270.02,266.13,267.07,231.5,210.16,219.15,237.76,263.36,288.01,262.95,216.87,208.28,225.77,235.79,259.24,257.76,246.76,213.65,215.66,210.34,229.62,267.65,268.23,258.21,217.49,195.79,196.06,206.98,273.51,276.02,228.77,206.8,189.57,195.62,218.57,282.51,267.38,261.61,410.56,234.27,184.25,184.12,235.88,214.85,161.43,171.81,163.13,171.36,166.58
county,Franklin County,driving,NA,Washington,United States,100,88.69,100.73,97.1,116.82,108.52,83.53,99.28,105.49,99.36,104.59,127.33,124.69,90.35,105.47,117.16,104.57,111.07,128.55,128.28,87.87,103.73,102.6,107.28,105.28,142.62,140.57,98.22,106.54,107.86,114.52,115.69,146.74,143.57,113.68,121.79,113.52,113.23,122.38,146.9,147.46,105.84,112.82,119.27,121.28,122.56,143.07,150.35,114.42,113.43,117.21,117.06,124.76,149.97,150.29,116.29,113.72,110.73,117.16,112.25,126.24,99.92,80.44,97.58,98.86,104.72,100.44,108.34,98.78,68.97,89.05,84.8,79.25,74.37,80.82,68.28,57.13,73.42,70.35,69.72,75.61,83.64,72.73,57.44,76.8,82.76,83.48,83.14,94.34,82.65,55.52,84.37,86.64,86.87,97.4,106.4,94.9,78.95,103.08,93.75,92.96,99.44,117,100.28,84.77,101.07,107.57,107.18,116.51,132.83,112.82,93.11,114.4,122.6,114.96,125.28,144.84,139.86,102.16,NA,NA,125.06,134.4,164.85,149.28,115.13,134.9,139.94,141.53,144.01,173.26,164.3,134.89,131.17,150.25,147.88,155.82,179.99,142.72,131.4,147.13,144.5,149.82,161.44,187.36,183.68,139.74,155.99,150.62,163.18,172.97,191.34,174.19,154.04,163.07,169.67,170.34,172.62,212.94,187.4,151.39,175.53,177.6,173.74,182.74,206.68,198.46,162.5,180.39,178.86,191.93,196.57,208.03,154.83,167.61,184.91,180.57,178.3,185.21,219.01,192.84,172.04,183.25,179.78,183.53,196.02,221.97,195.66,166.33,175.76,181.97,183.96,191.84,213.65,199.9,166.91,181.07,182.86,188.39,203.33,225.22,198.44,173.11,184.5,187.1,185.81,189.64,221.72,204.07,174.48,186.93,180.44,182.12,186.74,210.83,200.15,170.44,181.89,182.59,186.88,183.39,205.1,201.57,169.92,166.38,168.32,179.83,179.48,200.51,191.21,161.52,173.01,171.44,176.71,187.57,230.73,188.93,165.45,196.42,185.39,174.3,179.22,204.17,170.1,136.89,156.45,159.3,155.54,162.4
county,Grant County,driving,NA,Washington,United States,100,100.52,99.63,99.29,135.47,106.62,88.03,116.13,109.46,110.89,128.01,150.07,130.98,107.06,106.13,115.03,105.82,119.02,138.85,128.5,100.52,110.78,107.04,106.5,123.24,160.4,137.74,108,112.7,121.88,122.16,124.88,171.52,164.22,134.77,150.87,131.24,126.06,132.33,170.68,160.59,124.9,126.03,127.44,127.63,145.02,168.76,155.4,134.53,129.72,131.48,140.1,156.2,173,161.46,128.08,128.62,127.16,125.09,130.3,143.29,108.89,96.5,111.38,108.38,117.44,117.49,131.11,124.49,98.34,100.31,93.03,92.51,85.75,90.12,81.85,71.53,81.29,89.41,84.01,87.53,94.22,91.71,73.55,90.94,91.62,99.56,97.94,110.26,103.28,68.12,98.01,96.1,106.39,107.68,122.25,112.21,96.97,111.64,101.72,109.39,118.28,138.55,127.18,107.18,115.14,111.2,123.01,132.16,150.96,140.37,115.66,134.04,130.82,125.42,156.2,177.18,170.77,134.3,NA,NA,151.36,162.74,198.03,187.04,157.23,160.78,157.61,167.44,189.86,248.52,260.87,232.84,220.85,182.8,176.43,187.02,241.97,214.93,181.13,179.86,176.45,179.11,200.84,250.7,255.31,219.11,199.36,193.21,196.08,208.69,273.4,266.39,215.17,199.27,197.72,210.44,226.62,289.46,292.91,258.61,237.23,222.91,223.08,247.02,298.17,290.94,255.66,233.03,227.09,241.13,299.55,353.75,286.05,360.85,276.59,233.83,236.39,245.03,308.29,301.17,281.53,236.97,231.64,233.08,262.89,326.83,304.6,294.18,241.72,230.16,237.8,254.06,316.74,315.14,293.01,251.95,236.81,246.01,272.84,328.75,309.67,309.83,250.59,239.16,245.98,255.17,315.82,304.41,295.78,253.03,235.64,239.79,266.95,320.56,303.64,291.48,242.61,234.02,246.15,269.34,318.34,297.35,301.18,241.59,230.09,221.22,258.87,308.89,283.75,270.61,230.87,214.81,222.26,264.02,355.51,343.29,298.5,479.81,256.32,209.25,221.88,264.72,240.73,187.53,187.89,182.32,182.39,203.48
county,Grays Harbor County,driving,NA,Washington,United States,100,100.79,100.1,116.8,150.38,166.29,140.51,157.91,127.29,119.27,134.23,169.85,184.87,145.84,120.72,120.88,122.76,125.98,150.87,162.48,119.57,133.05,129.04,124.33,129.1,179.55,209.4,191.35,140.78,128.84,130.61,152.71,219.04,252.35,216.84,228.05,161.53,168.76,171.75,214.21,242.35,182.01,135.68,150.74,149.59,148.73,181.45,207.5,182.37,129.53,139.69,136.04,137.32,199.57,241.89,194.11,141.63,136.63,137.72,135.68,155.71,163.01,186.16,134.56,122.59,122.99,137.19,179.84,211.54,133.9,92.8,76.32,92.86,72.97,75.04,70.21,64.72,74.58,69.19,77.34,78.43,83.39,91.19,77.31,76.55,73.76,92.11,99.7,97.57,97.14,77.87,89.64,89.97,86.02,107.37,114.14,114.11,110.95,107.33,99.01,93.85,96.45,111.05,121.9,102.47,92.37,102.66,96.42,111.02,126.11,121.08,107.76,106.05,113.32,115.82,140.15,196.35,256.99,188.33,NA,NA,135.42,144.66,179.02,163.66,160.9,145.77,150.25,150.58,158.66,250.61,339,347.29,267.02,197.01,209.77,214.04,279.02,275.5,247.39,206.97,194.97,206.18,234.5,252.61,304.34,257.88,203.91,170.08,193.72,213.78,298.13,312.04,305,203.29,218.81,252.94,270.57,359.22,364.75,396.88,318.25,293.39,294.25,350.61,419.3,449.1,445.15,318.02,273.56,316.01,376.46,634.92,623.91,706.08,383.23,321.47,333.41,321.41,465.14,491.65,494.48,347.94,333.38,349.06,340.97,494.87,617.46,560.08,400.07,336.96,531.57,335.71,435.09,559.98,632.46,471.69,355.61,356.76,402.99,504.67,549.36,509.96,371.39,348.17,369.85,406.64,508.35,544.2,601.05,399.11,356.23,375.96,394.8,517.43,645.25,919.27,425.65,346.79,362.64,367.05,436.86,556.07,530.22,370.04,342.22,358.86,393,432.92,499.18,472.51,313.05,306.77,299.38,341.86,459.36,582.37,604.14,612.82,356.56,353.17,363.07,388.52,346.99,308.71,260.8,247.78,278.43,278.13
